FBpp0072119 CG3735
FBpp0083659 CG6937
FBpp0089153 smid
FBpp0305742 l(3)72Dn
FBpp0088044 CG11123
FBpp0070302 mip130
FBpp0070304 Ocrl
FBpp0099992 PIP4K
FBpp0271789 CG12393
FBpp0292309 Sac1
FBpp0076085 CG6707
FBpp0077149 CG3652
FBpp0305729 Rab35
FBpp0088843 Pten
FBpp0110080 RhoU
FBpp0303635 Pi3K21B
FBpp0074690 Rab8
FBpp0070305 CG11596
FBpp0085374 CG17337
FBpp0070308 CG3587
FBpp0078729 CG6907
FBpp0087307 Elp2
FBpp0077129 Elp3
FBpp0070316 CG4061
FBpp0084144 CG11920
FBpp0079470 Bka
FBpp0086096 CG4866
FBpp0305723 CG17652
FBpp0080746 CG9987
FBpp0071217 l(1)G0020
FBpp0082231 CG9799
FBpp0083673 Dph5
FBpp0082995 CG8064
FBpp0075317 CG12301
FBpp0070561 CG2875
FBpp0070382 CG3071
FBpp0090943 U3-55K
FBpp0090944 CG33506
FBpp0113107 CG12050
FBpp0070646 CG3527
FBpp0070317 CG4045
FBpp0072898 CG32281
FBpp0070862 wuho
FBpp0078565 CG1074
FBpp0302559 CG10903
FBpp0099795 CG9960
FBpp0077624 CG4749
FBpp0070637 Nsun2
FBpp0079949 CG6388
FBpp0077043 CG14618
FBpp0084342 CG14544
FBpp0077965 CG12975
FBpp0078961 CG9596
FBpp0070331 Actn
FBpp0082535 Tm2
FBpp0088688 Mlc2
FBpp0077962 Ilk
FBpp0089196 chic
FBpp0080752 Pax
FBpp0076460 Arp3
FBpp0073682 up
FBpp0081336 stck
FBpp0070333 CG4406
FBpp0070812 CG3160
FBpp0071123 CG11190
FBpp0070795 GAA1
FBpp0086200 PIG-V
FBpp0088455 PIG-S
FBpp0078636 CG3792
FBpp0073008 CG12006
FBpp0085870 CG12263
FBpp0071597 CG9865
FBpp0084347 CG14550
FBpp0079294 PIG-U
FBpp0070335 CG3857
FBpp0079708 CG6729
FBpp0070349 CG14817
FBpp0086965 mRpL18
FBpp0088360 mRpL13
FBpp0079304 mRpL51
FBpp0077885 mRpL15
FBpp0083665 mRpL45
FBpp0305877 mRpL14
FBpp0077550 mRpL48
FBpp0303669 mRpL28
FBpp0079680 CG6094
FBpp0073719 mRpL38
FBpp0078032 CG7172
FBpp0083168 mRpL55
FBpp0080401 mRpL4
FBpp0082412 mRpL11
FBpp0071462 mRpL54
FBpp0303832 mRpL23
FBpp0075941 mRpL2
FBpp0085121 mRpL32
FBpp0083569 mRpL35
FBpp0075425 mRpL39
FBpp0081599 mRpL47
FBpp0073524 mRpL49
FBpp0082540 mRpL9
FBpp0073906 mRpL3
FBpp0072659 mRpL46
FBpp0076601 mRpL50
FBpp0071993 mRpL43
FBpp0081860 mRpL40
FBpp0088016 mRpL52
FBpp0074104 mRpL22
FBpp0075138 mRpS34
FBpp0087491 mRpL42
FBpp0304831 mRpL16
FBpp0291479 mRpL37
FBpp0077783 mRpL10
FBpp0070650 mRpL30
FBpp0086531 mRpL41
FBpp0289636 CG34034
FBpp0078415 mRpL44
FBpp0081322 mRpL1
FBpp0070350 Pgam5
FBpp0099837 Pink1
FBpp0082864 Keap1
FBpp0292075 CG12511
FBpp0079675 CG5676
FBpp0070351 Pex5
FBpp0074564 Pmp70
FBpp0076295 Pex7
FBpp0072626 Pex10
FBpp0292773 CG10253
FBpp0073143 PMP34
FBpp0074825 Cat
FBpp0304214 Pex3
FBpp0086874 Pex13
FBpp0077909 Pex14
FBpp0080659 ScpX
FBpp0076329 Pex2
FBpp0086405 Pex11
FBpp0305188 Pex12
FBpp0079908 Pex19
FBpp0082738 CG14881
FBpp0085630 CG11208
FBpp0077936 Pex16
FBpp0070875 Spat
FBpp0070355 deltaCOP
FBpp0075111 zetaCOP
FBpp0301099 Sec23
FBpp0074348 betaCOP
FBpp0076549 Rint1
FBpp0075713 ArfGAP1
FBpp0301847 Sec22
FBpp0085155 gammaCOP
FBpp0078891 epsilonCOP
FBpp0084133 bai
FBpp0080048 beta'COP
FBpp0070358 CG14810
FBpp0305695 CG14812
FBpp0070363 csw
FBpp0304312 CG13398
FBpp0076186 Shc
FBpp0081600 Ras85D
FBpp0112426 rl
FBpp0086812 Drk
FBpp0071248 Dsor1
FBpp0070365 CG3835
FBpp0080728 CG10639
FBpp0305272 Idh
FBpp0070368 Pgd
FBpp0072050 Tal
FBpp0113038 CG7140
FBpp0073235 CG17333
FBpp0087760 Pgi
FBpp0301729 Rpe
FBpp0074517 Zw
FBpp0070370 ND-B14.5A
FBpp0076005 ND-13B
FBpp0075755 ND-SGDH
FBpp0075010 ND-24L
FBpp0077859 ND-39
FBpp0071970 levy
FBpp0086570 ND-B15
FBpp0071459 ND-B14.7
FBpp0078918 COX5B
FBpp0082645 ND-23
FBpp0078847 ND-51
FBpp0302902 UQCR-6.4
FBpp0077130 ND-B8
FBpp0080329 ND-B17
FBpp0082459 UQCR-C1
FBpp0071092 ND-MNLL
FBpp0081848 SdhC
FBpp0078662 ND-13A
FBpp0305911 ATPsynCF6
FBpp0077209 ND-PDSW
FBpp0291442 CG40472
FBpp0292847 ATPsynE
FBpp0271901 ND-B17.2
FBpp0302939 ND-B14.5B
FBpp0075069 UQCR-C2
FBpp0070950 ND-ASHI
FBpp0071128 ND-75
FBpp0100181 mt:ND3
FBpp0100183 mt:ND4
FBpp0100182 mt:ND5
FBpp0070885 ND-B16.6
FBpp0072975 ND-30
FBpp0083126 NP15.6
FBpp0080051 ND-B22
FBpp0305832 ND-49
FBpp0083141 ATPsynD
FBpp0112014 ND-B12
FBpp0073308 CG11752
FBpp0074481 ND-18
FBpp0304269 ND-B14
FBpp0100187 mt:ND1
FBpp0072233 ND-19
FBpp0086012 ND-51L1
FBpp0305117 ATPsyndelta
FBpp0297500 ND-15
FBpp0100175 mt:ND2
FBpp0081947 COX5A
FBpp0086974 ox
FBpp0100184 mt:ND4L
FBpp0084806 ND-20L
FBpp0074984 UQCR-Q
FBpp0073777 ND-B18
FBpp0304248 ND-ACP
FBpp0297136 ATPsynG
FBpp0083570 ND-42
FBpp0070373 pn
FBpp0084776 Mesh1
FBpp0070376 CG3457
FBpp0081254 CG2678
FBpp0073651 Rtc1
FBpp0071892 Fib
FBpp0112147 Rrp6
FBpp0088040 CG11107
FBpp0074227 CG5800
FBpp0083564 RpI12
FBpp0078973 Rat1
FBpp0081082 CG1142
FBpp0084729 CG11837
FBpp0084191 RIOK2
FBpp0305289 NHP2
FBpp0078856 CG9107
FBpp0083015 CG18600
FBpp0079000 CG13773
FBpp0084082 CG7006
FBpp0079443 hoip
FBpp0082153 CG10909
FBpp0087645 Dbp45A
FBpp0088562 tra2
FBpp0081725 Rrp46
FBpp0072020 Rrp4
FBpp0070390 Ilp6
FBpp0070552 Ilp7
FBpp0073106 ImpL2
FBpp0076100 Ilp5
FBpp0076058 Ilp2
FBpp0076102 Ilp3
FBpp0076101 Ilp4
FBpp0076057 Ilp1
FBpp0070395 CG2918
FBpp0084244 CG10420
FBpp0081581 Crc
FBpp0087164 ERp60
FBpp0081552 P58IPK
FBpp0082735 Manf
FBpp0079892 CG6766
FBpp0080395 CaBP1
FBpp0075401 Pdi
FBpp0071279 Ost48
FBpp0077720 CG4164
FBpp0070396 CG2924
FBpp0086711 Uba3
FBpp0085891 Atg7
FBpp0073354 CG1749
FBpp0070398 temp
FBpp0085658 Rep
FBpp0077316 betaggt-II
FBpp0070402 crn
FBpp0078146 Csp
FBpp0077353 CG3605
FBpp0077107 CG3225
FBpp0087094 SmD3
FBpp0076997 Cactin
FBpp0077396 Cwc25
FBpp0083581 CG6015
FBpp0079537 CG4901
FBpp0087219 CG7741
FBpp0305943 Bx42
FBpp0073316 l(1)10Bb
FBpp0075684 SmD1
FBpp0077778 CG3436
FBpp0083893 LSm3
FBpp0078624 CG14641
FBpp0085902 Prp19
FBpp0081234 SmD2
FBpp0071259 c12.1
FBpp0072720 Mfap1
FBpp0086387 CG8435
FBpp0071449 CG9344
FBpp0079182 SmE
FBpp0088015 U2A
FBpp0084787 Slu7
FBpp0087118 SmF
FBpp0304487 CG10466
FBpp0293061 SmB
FBpp0084638 BCAS2
FBpp0083920 CG5986
FBpp0081305 CG9667
FBpp0087342 CG12343
FBpp0080488 LSm7
FBpp0084051 CG13625
FBpp0075686 CG10418
FBpp0112453 CG17168
FBpp0078894 CG9548
FBpp0070403 kz
FBpp0070404 Vinc
FBpp0074562 parvin
FBpp0072475 CG32344
FBpp0087340 CG7686
FBpp0080939 Ns4
FBpp0078203 CG11109
FBpp0085616 CG9143
FBpp0301081 CG5114
FBpp0082462 CG3817
FBpp0070952 CG3224
FBpp0070415 bcn92
FBpp0302821 Qtzl
FBpp0071283 fh
FBpp0292527 Fdxh
FBpp0111355 Hsc20
FBpp0073806 CG14407
FBpp0081385 CG8043
FBpp0289999 CG1319
FBpp0079874 CG12264
FBpp0070419 z
FBpp0306192 E(z)
FBpp0070468 w
FBpp0081580 Scm
FBpp0078059 Pc
FBpp0088268 pho
FBpp0084614 Sce
FBpp0082793 Ubx
FBpp0079907 esc
FBpp0070654 rap
FBpp0074686 Su(z)12
FBpp0070423 egh
FBpp0070606 brn
FBpp0070425 Zw10
FBpp0086375 Lis-1
FBpp0087722 Dmn
FBpp0078315 CG2023
FBpp0084050 Syx18
FBpp0073681 Ndc80
FBpp0084831 Bub3
FBpp0085138 Zwilch
FBpp0070426 Seipin
FBpp0292618 Lpin
FBpp0073522 CG3812
FBpp0075700 eIF-2beta
FBpp0085334 CG8335
FBpp0073947 eIF5
FBpp0082019 CG4810
FBpp0070431 Bzd
FBpp0083507 CG3353
FBpp0070432 Klp3A
FBpp0082849 Det
FBpp0070455 per
FBpp0086066 Prosalpha5
FBpp0070457 eIF2B-beta
FBpp0084874 Eif2b
FBpp0086469 CG8190
FBpp0071923 CG10315
FBpp0089217 CG3806
FBpp0070463 fs(1)Ya
FBpp0070464 CG2709
FBpp0076547 mei-P22
FBpp0070465 dwg
FBpp0086571 BEAF-32
FBpp0070471 Syx4
FBpp0074609 alphaSnap
FBpp0110435 Snap25
FBpp0075124 Syx8
FBpp0297544 l(2)gl
FBpp0074758 Bet1
FBpp0303878 nSyb
FBpp0072145 Snap29
FBpp0077022 Syx16
FBpp0271782 Syb
FBpp0080389 Syx5
FBpp0070474 ttm50
FBpp0078761 CG7382
FBpp0112504 CG40042
FBpp0070475 CG2701
FBpp0087483 CG12129
FBpp0070476 CG2685
FBpp0084140 PQBP1
FBpp0070479 CG2658
FBpp0080707 l(2)37Cc
FBpp0087958 CG8728
FBpp0111775 Phb2
FBpp0070480 CG2650
FBpp0083458 CG17298
FBpp0070481 CG2652
FBpp0085546 DMAP1
FBpp0070482 HLH3B
FBpp0289317 grn
FBpp0078093 CycH
FBpp0074594 Su(var)3-3
FBpp0070723 Cdk7
FBpp0072101 Chi
FBpp0070500 Sgs4
FBpp0075826 Sgs7
FBpp0082901 CG7587
FBpp0075338 Eig71Ee
FBpp0075827 Sgs3
FBpp0075891 Sgs8
FBpp0082902 Sgs5
FBpp0070511 CG10793
FBpp0074025 kat80
FBpp0070514 ng3
FBpp0080127 CG7953
FBpp0070516 CG14265
FBpp0075418 CG12310
FBpp0306006 CG18649
FBpp0113002 CG13460
FBpp0070517 Fcp3C
FBpp0074637 CG14187
FBpp0071148 Cp7Fb
FBpp0070539 CG14419
FBpp0290280 CG3588
FBpp0070541 CG14417
FBpp0304769 CG3603
FBpp0070540 CG14418
FBpp0070542 CG14416
FBpp0070545 CG13021
FBpp0074205 CG5613
FBpp0074155 CG4949
FBpp0082445 CG8461
FBpp0076112 CG3335
FBpp0072768 CG9004
FBpp0075865 RIOK1
FBpp0075756 CG5645
FBpp0074220 CG8675
FBpp0111643 CG34430
FBpp0070565 CG14270
FBpp0083078 CG31229
FBpp0079576 Mulk
FBpp0070584 VhaAC39-1
FBpp0081458 VhaM8.9
FBpp0083071 Vha100-2
FBpp0080010 Vha68-1
FBpp0288471 Vha44
FBpp0086474 Vha14-1
FBpp0086468 Vha36-1
FBpp0083214 Vha13
FBpp0085786 Vha100-3
FBpp0087108 Vha36-2
FBpp0082139 Vha55
FBpp0080495 VhaSFD
FBpp0288461 VhaPPA1-2
FBpp0078234 Vha14-2
FBpp0087668 VhaAC45
FBpp0078349 Vha26
FBpp0076545 BHD
FBpp0085483 Vha16-1
FBpp0070587 Gem4b
FBpp0302954 Smn
FBpp0073378 CG2371
FBpp0304730 CG31950
FBpp0112070 CG14164
FBpp0070589 Vap-33A
FBpp0084176 Osbp
FBpp0076440 cert
FBpp0088153 Eph
FBpp0070607 cib
FBpp0070612 GlcAT-I
FBpp0075431 dlp
FBpp0297069 dally
FBpp0087424 CG12913
FBpp0084130 beta4GalT7
FBpp0087807 CG8734
FBpp0070616 CG2982
FBpp0289936 CG13902
FBpp0070618 norpA
